,PRICE,description_produit,nom_produit,type_produit,type_produit_traite
372,"32,27 â‚¬","
L'essentiel d'As I Am Born Curly pour prendre soin des cheveux de vos bébés aux cheveux texturés : crépus et bouclés. Douceur, hydratation et définition à la clé.
Ce pack comprend :

L'après-shampoing lavant Avocado Shea Cowash qui permet de laver en douceur sans assécher ni agresser le cheveu
L'après-shampoing sans rinçage Argan Leave-In, votre base hydratante
La gelée activatrice de boucles Curl Defining Jelly


",As I am - Born Curly,As I Am - Born Curly - PACK Wash & Go Basics - 3 produits,curly hair
373,"12,90 â‚¬",None,As I am,As I am - Classic - Cleansing Pudding (Shampoing doux) - 237ml,shampoing
374,"12,90 â‚¬",None,As I am,As I am - Classic - Coconut Cowash (AprÃ¨s-shampoing lavant),shampoing
375,"11,90 â‚¬",None,As I am,As I am - Classic - Curl Clarity Shampoo (Shampoing clarifiant),shampoing
376,"11,90 â‚¬",None,As I am,As I am - Classic - Curling Jelly (GelÃ©e coiffante) - 227g,gele coiffante
377,"14,90 â‚¬",None,As I am,As I am - Classic - Hydration Elation Intensive Conditioner (Masque),hydratant
378,"9,90 â‚¬",None,As I am,As I am - Classic - Leave-in Conditioner,leave-in conditioner
379,"45,22 â‚¬",None,As I am,As I am - Classic - PACK Wash & Go Curly Hair - 4 produits,curly hair
380,"37,71 â‚¬",None,As I am,As I am - Classic - PACK Wash Day - 3 produits,pack wash day
381,"8,90 â‚¬",None,As I am,As I am - Classic - Smoothing Gel (Lisseur de bordures),lisseur de bordures
382,"14,90 â‚¬",None,As I am,As I am - Curl Color - GelÃ©e Colorante Temporaire (diffÃ©rentes couleurs),differentes couleurs
383,"16,90 â‚¬","
PRODUIT EN COURS DE REFORMULATION PAR AS I AM.PAS ENCORE DE DATE DE RETOUR EN STOCK.
Regroupez un effet antipelliculaire, démêlant et hydratant en un seul produit et vous obtenez le Olive & Tea Tree Oil Conditioner de As I Am Dry & Itchy  !
Un soin composé d’ingrédients naturels sélectionnés pour leurs propriétés apaisantes et nourrissantes : huile d’olive, huile d’arbre à thé et Aloe Vera.
Une texture fondante, délicatement parfumée qui vous aide à vous débarrasser des pellicules.
Les irritations sont traitées, les démangeaisons apaisées et les cheveux cassants réparés grâce aux multiples actions régénérantes de ce soin après-shampoing pour cheveux bouclés et crépus.
Contenance = 355ml
",As I am,As I am - Dry & Itchy - Olive & Tea Tree Conditioner (anti-pelliculaire),anti pelliculaire
384,"16,90 â‚¬","
PRODUIT EN COURS DE REFORMULATION PAR AS I AM.PAS ENCORE DE DATE DE RETOUR EN STOCK.
Profitez de la richesse de ce soin lavant pour débarrasser vos cheveux des impuretés.
Le Olive & Tea Tree Oil Cowash de As I Am est plus qu’un shampoing doux. Avec sa formule respectueuse des cuirs chevelus secs et fragiles, ce co-wash rend les cheveux doux, brillants et parfaitement hydratés.
Les huiles d’olive et d’arbre à thé apportent force et brillance tout en traitant les problèmes de cuir chevelu.
Commencez votre routine avec un lavage tout en douceur grâce au Olive & Tea Tree Oil CoWash de As I Am.
Contenance = 454g
",As I am,As I am - Dry & Itchy - Olive & Tea Tree Cowash (anti-pelliculaire),anti pelliculaire
385,"16,90 â‚¬","
Envie d’une coiffure nette et sans pellicules ?Complétez votre routine soin avec le Olive & Tea Tree Oil Leave-In Conditioner de As I Am Dry & Itchy !
Ce soin sans rinçage pour cheveux crépus et bouclés permet de réaliser les coiffures de votre choix tout en combattant activement les pellicules.
Sans rinçage, le Olive & Tea Tree Oil Leave-In Conditioner agit comme un bouclier anti-déshydratation grâce aux huiles de Coco et d’olive. L’aloe vera apaise le cuir chevelu tout en favorisant une hydratation optimale.
Faciliter le démêlage et le coiffage avec ce leave-in apaisant.
Contenance = 237ml
",As I am,As I am - Dry & Itchy - Olive & Tea Tree Leave-In (anti-pelliculaire),anti pelliculaire
386,"16,90 â‚¬","
Pour soulager les démangeaisons du cuir chevelu, essayez le Olive & Tea Tree Oil Treatment de As I Am !
Ce traitement de choc s’attaque aux problèmes de pellicules et démangeaisons pour vous aider à retrouver un confort au quotidien.
Avec son embout de précision, vous pouvez l’utiliser de façon ciblée, sur le cuir chevelu.
La combinaison des huiles de Coco, de Nigelle et d’arbre à thé favorisent la régénération et l’apaisement du cuir chevelu.
A utiliser une à deux fois par mois pour un résultat optimal.
Contenance = 120ml
",As I am,As I am - Dry & Itchy - Olive & Tea Tree Oil Treatment (Huile anti-pelliculaire),anti pelliculaire
387,"16,90 â‚¬","
PRODUIT EN COURS DE REFORMULATION PAR AS I AM.PAS ENCORE DE DATE DE RETOUR EN STOCK.
Dites au revoir aux impuretés et résidus de produits grâce au Olive & Tea Tree Oil Shampoo de As I Am Dry & Itchy.
Un shampoing pour cheveux crépus, bouclés et ondulés qui traite les problèmes de pellicules, de démangeaisons et la sécheresse capillaire.
Efficace contre les impuretés dues à la pollution, le Olive & Tea Tree Oil Shampoo de As I Am Dry & Itchy laisse votre cuir chevelu purifié avec une agréable sensation de fraîcheur renforcée par l’huile essentielle de menthe poivrée et le menthol.
Contenance = 355ml
",As I am,As I am - Dry & Itchy - Olive & Tea Tree Shampoo (anti-pelliculaire),shampoing
388,"48,16 â‚¬",None,As I am,As I Am - Dry & Itchy - PACK Wash Day Sensitive - 3 produits,pack wash day
389,"9,99 â‚¬","
Le Balancing Moisturizer est un soin hydratant à rincer de la gamme ApHogee. 
Il facilitera le démêlage et la réhydratation de vos cheveux après le lavage. Grâce à sa formule exclusive en PropHytamine il procurera à vos cheveux les émollients, protéines et humectants dont ils ont besoin. 
ApHogee Balancing Moisturizer est excellent, particulièrement recommandé pour les cheveux traités chimiquement tels que défrisés car il aide à bien les renforcer.
Contenance = 237ml
",ApHogee,ApHogee - Balancing Moisturizer (AprÃ¨s-shampoing Ã  rincer hydratant) - 237ml,shampoing
390,"14,99 â‚¬","
Le Balancing Moisturizer et un soin hydratant hydratant de la gamme ApHogee.
Il facilitera le démêlage et la réhydratation de vos cheveux après le lavage. Grâce à son concept exclusif PropHytamine il procurera à vos cheveux les émollients, protéines et humectants dont ils ont besoin.
ApHogee Balancing Moisturizer est un excellent soin hydratant. Il est particulièrement recommandé pour les cheveux traités chimiquement tels que défrisés car il aide à bien les renforcer.
Contenance = 473ml
",ApHogee,ApHogee - Balancing Moisturizer (AprÃ¨s-shampoing Ã  rincer hydratant) - 473ml,shampoing
391,"11,99 â‚¬","
Le shampooing hydratant de la gamme ApHogee Deep Moisture Shampoo a été spécialement conçu pour les cheveux secs.
Sa formule riche en humectants va aider vos cheveux à maintenir leur hydratation. Avec ce shampoing, vos cheveux retrouveront leur douceur et leur brillance.
Deep Moisture Shampoo de ApHogee a été spécialement formulé afin de maintenir l’équilibre naturel de vos cheveux. Il est particulièrement recommandé pour les cheveux secs car ces derniers ont un besoin important d’hydratation mais aussi de nutrition.
Contenance = 473ml
",ApHogee,ApHogee - Deep Moisture Shampoo (Shampoing hydratant),shampoing
392,"11,99 â‚¬","
Ce traitement réparateur est un concentré d’acides aminés de kératine, d’huiles botaniques et de vitamines qui vont redonner force et douceur aux cheveux nécessitant un traitement profond et pénétrant.
Keratin 2 Minute Reconstructor d’ApHogee donne immédiatement un coup de boost à vos cheveux !
Ce traitement reconstructeur doit son action efficace face au manque d’élasticité et de souplesse de vos cheveux secs et fragilisés. Le soin pénètre instantanément le cheveu pour réparer les traumatismes subis : défrisages, permanentes, colorations, excès de chaleur / lissages.
Contenance = 237 ml
",ApHogee,ApHogee - Keratin 2 Minute Reconstructor (Reconstructeur intensif) - 237ml,reconstructeur intensif
393,"17,99 â‚¬","
Ce traitement réparateur est un concentré d’acides aminés de kératine, d’huiles botaniques et de vitamines qui vont redonner force et douceur aux cheveux nécessitant un traitement profond et pénétrant.
Keratin 2 Minute Reconstructor d’ApHogee donne immédiatement un coup de boost à vos cheveux !
Ce traitement reconstructeur doit son action efficace face au manque d’élasticité et de souplesse de vos cheveux secs et fragilisés. Le soin pénètre instantanément le cheveu pour réparer les traumatismes subis : défrisages, permanentes, colorations, excès de chaleur / lissages.
Contenance = 473ml
",ApHogee,ApHogee - Keratin 2 Minute Reconstructor (Reconstructeur intensif) - 473ml,reconstructeur intensif
394,"9,99 â‚¬","
Le ProVitamin Leave-in Conditioner peut s’utiliser comme un après-shampoing sans rinçage, en spray, mais aussi et surtout comme un hydratant quotidien sur cheveux défrisés ou colorés ! 
Il aide à fortifier les cheveux traités chimiquement par des défrisages ou les colorations mais également ceux soumis à la chaleur des lisseurs ou sèche-cheveux (brushings).
Comme l'ensemble de la gamme ApHogee, le ProVitamin Leave-in Conditioner contient le complexe exclusif PropHytamine.
Contenance = 237ml
",ApHogee,ApHogee - ProVitamin Leave-In Conditioner (Hydratation des longueurs),hydratant
395,"11,99 â‚¬","
Vous constatez une chute importante de vos cheveux ? Ils manquent de brillance ? Les abus de produits chauffants et chimiques ont laissé des traumatismes à vos cheveux ?
Le shampoing protéiné Shampoo For Damaged Hair de ApHogee est l’idéal pour les cheveux endommagés.
C'est la première étape à établir durant votre routine de soins réparateurs ApHogee, avant l’application des soins profonds Keratin 2 Minute Recontructor ou Two-Step Protein Treatment.
Ce shampoing nettoie délicatement les cheveux abîmés et les aide à retrouver leur équilibre et leur beauté naturelle.
Contenance = 473ml
",ApHogee,ApHogee - Shampoo for Damaged Hair (Shampoing protÃ©inÃ©),shampoing
396,"14,99 â‚¬","
Two-step protein treatment d’ApHogee est un soin unique « puissance 10 » pour vos cheveux. 
Contenant du magnésium et des protéines, ce traitement réparateur pénètre et répare les cheveux. Vos cheveux seront renforcés et la cassure sera quasi stoppée.
Sa puissance en protéines impose une utilisation d’une fois toutes les 6 semaines au maximum.
Contenance = 118ml
",ApHogee,ApHogee - Two-Step Protein Treatment (Traitement protÃ©inÃ©) - 118ml,protein treatment
397,"39,99 â‚¬","
Two-step protein treatment d’ApHogee est un soin unique « puissance 10 » pour vos cheveux. 
Contenant du magnésium et des protéines, ce traitement réparateur pénètre et répare les cheveux. 
Vos cheveux seront renforcés et la cassure sera quasi stoppée. 
Sa puissance en protéines impose une utilisation d’une fois toutes les 6 semaines. 
Contenance = 473ml
",ApHogee,ApHogee - Two-Step Protein Treatment (Traitement protÃ©inÃ©) - 473ml,protein treatment
398,"11,99 â‚¬","
Pour votre tout petit, le shampoing peut vite devenir un moment difficile ! Avec le Aloe Shampoo & Wash de As I Am Born Curly, vous pouvez laver les cheveux et le corps de votre bambin sans larmes !
La formule douce de ce soin lavant respecte l’équilibre de la peau de votre enfant. L’aloe vera rend ce produit ultra-doux et permet un lavage sans assécher la peau et les cheveux.
Son flacon pompe est pratique pour faire du bain quotidien un vrai moment de plaisir partagé !
Contenance = 240ml
",As I am - Born Curly,As I am - Born Curly - Aloe Shampoo & Wash (Shampoing et gel douche),shampoing
399,"11,99 â‚¬","
Le moment du démêlage est souvent appréhendé des parents comme des enfants ! Simplifiez-vous les choses avec le Argan Leave-In Conditioner & Detangler de As I Am.
Ce soin de la gamme Born Curly donne un coup de pouce au démêlage. Après le shampoing, appliquez ce soin sans rinçage et procédez au démêlage pour voir les nœuds glisser sans effort sur les cheveux crépus ou bouclés de votre tout petit.
C'est également le produit idéal pour hydrater les cheveux de votre enfants chaque matin.
Huile d'argan, coco ou extraits de graines de lin apportent nutrition aux cheveux des petits pour mettre en valeur leur beauté naturelle.
Contenance = 240ml
",As I am - Born Curly,As I am - Born Curly - Argan Leave-In (DÃ©mÃªlant et hydratant quotidien),hydratant
400,"9,99 â‚¬","
Pour préparer au mieux les cheveux de votre tout petit aux soins et produits coiffants, commencez par un lavage tout en douceur avec le Avocado Shea Co Wash de As I Am Born Curly.
La technique du co-wash consiste à utiliser une solution lavante plus douce qu’un shampoing pour préserver l’hydratation des cheveux secs et cassants. Vous pouvez utiliser ce co-wash fréquemment sans risque de rendre la chevelure de votre bambin sèche ou cassante !
Avec des huiles d’avocat, de coco et du beurre de karité, ce soin lavant doux nourrit les cheveux tout en les débarrassant des impuretés.
Contenance = 240ml
",As I am - Born Curly,As I am - Born Curly - Avocado Shea Cowash (AprÃ¨s-shampoing lavant),shampoing
401,"11,99 â‚¬","
Parce que nos petites têtes frisées méritent des produits adaptés, As I Am a créé la Curl Defining Jelly. Une gelée qui nourrit et hydrate les cheveux de votre tout petit tout en définissant des boucles bien brillantes !Sans trop marquer la boucle, ce produit souligne la beauté naturelle des cheveux avec subtilité.Sa nouvelle formulation contient de la Glycérine végétale et de l'Huile de ricin noire de la Jamaïque (JBCO).Contenance = 240ml
",As I am - Born Curly,As I am - Born Curly - Curl Defining Jelly (Activateur de boucles),activateur de boucles
402,"32,27 â‚¬","
L'essentiel d'As I Am Born Curly pour prendre soin des cheveux de vos bébés aux cheveux texturés : crépus et bouclés. Douceur, hydratation et définition à la clé.
Ce pack comprend :

L'après-shampoing lavant Avocado Shea Cowash qui permet de laver en douceur sans assécher ni agresser le cheveu
L'après-shampoing sans rinçage Argan Leave-In, votre base hydratante
La gelée activatrice de boucles Curl Defining Jelly


",As I am - Born Curly,As I Am - Born Curly - PACK Wash & Go Basics - 3 produits,curly hair
